src_id,tgt_id,stratum,screening_score,N_stratum,n_stratum,weight,in_pilot,source,batch_x,relationship,justification,confidence,batch_y
5.3-11,5.1.2-1,M,0.7424315619967794,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Informing the user of a required update versus the assessment preceding a decision to build.,3,16
5.7-2,5.2.3-4,M,0.6722624798711755,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Alerting on detected tampering versus advance notice of model updates.,3,16
5.5-8,5.2.4-1,,,,,,,pilot,16,NO_RELATION,Management of critical security parameters versus documentation of design and maintenance plans.,2,16
5.8-3,5.1.2-3,,,,,,,pilot,16,NO_RELATION,Both are documentation duties but of unrelated content and audience: sensing capabilities for users versus an internal audit trail.,2,16
5.9-2,5.1.3-3,L,0.2394927536231884,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Local operation during network loss versus assurance over an external risk owner.,3,16
5.3-11,5.3.1-1,H,0.812037037037037,497.0,250.0,1.988,False,sample,16,NO_RELATION,Notifying the user of a required update versus disclosing how their data is used and stored.,2,16
5.3-15A,5.2.4-2.1,L,0.2099436392914653,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Isolability of a non-updatable device versus documentation of training data sources.,3,16
5.5-2,5.2.5-1,H,0.8822061191626409,497.0,250.0,1.988,False,sample,16,OVERLAP,"Both require assurance before release, A that implementations have been reviewed or evaluated, B that the system was security tested.",2,16
5.2-1,5.2.1-1,M,0.6200483091787439,1490.0,200.0,7.45,False,sample,16,NO_RELATION,Publishing a vulnerability disclosure policy versus maintaining an asset inventory.,3,16
5.3-14,5.1.4-1,L,0.4901368760064412,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Transparency about absent updates versus designed-in human oversight capability.,3,16
5.10-1,5.4.2-3,H,0.8323268921095008,497.0,250.0,1.988,False,sample,16,OVERLAP,"Both instrument the running system to surface security problems, A through telemetry, B through internal model state.",3,16
5.3-16,5.4.2-2,L,0.2443639291465378,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Recognizable model designation versus log analysis for model anomalies.,3,16
5.3-12,5.4.1-1,M,0.6995571658615136,1490.0,200.0,7.45,False,sample,16,OVERLAP,"Both govern the update reaching the user with notice, A of the disruption it causes, B of its availability and delivery.",2,16
5.5-8,5.2.1-2,H,0.8801529790660225,497.0,250.0,1.988,False,sample,16,OVERLAP,"Both require managed handling of security-relevant assets across their lifecycle, A of security parameters, B of AI assets.",2,16
5.8-1,5.2.5-2.1,L,0.3863526570048309,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Encryption of personal data in transit versus the use of independent security testers.,3,16
5.9-3,5.2.2-1,L,0.3686795491143317,2981.0,200.0,14.905,False,sample,16,NO_RELATION,Orderly network reconnection versus evaluation of access control frameworks.,3,16
5.1-3,5.1.2-6,H,0.8518518518518519,497.0,250.0,1.988,False,sample,17,NO_RELATION,Cryptographic strength of authentication versus the permissions an AI system holds elsewhere.,3,17
5.11-1,5.3.1-3,M,0.6618357487922705,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Erasure of user data versus support offered during an incident.,3,17
5.0-1,5.2.4-1.1,,,,,,,pilot,17,NO_RELATION,Recording why a provision is unmet versus the required security content of model documentation.,2,17
5.10-1,5.4.2-1,M,0.6580917874396135,1490.0,200.0,7.45,True,sample,17,OVERLAP,"Both build the operational record used to spot security problems, A by examining telemetry, B by logging system and user actions.",2,17
5.11-4,5.1.2-6,M,0.5777375201288245,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Confirmation of data deletion versus permissions granted on connected systems.,3,17
5.7-2,5.4.2-2,,,,,,,pilot,17,OVERLAP,"Both detect that the system is no longer behaving as intended, A through integrity alerting, B through log analysis for anomalies.",2,17
5.3-14,5.4.1-2,M,0.7559178743961353,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Transparency about absent updates versus re-testing after a major update.,3,17
5.3-11,5.3.1-3,H,0.7772946859903381,497.0,250.0,1.988,False,sample,17,NO_RELATION,Notifying users of a required update versus supporting them through an incident.,2,17
5.3-14,5.4.1-1,H,0.8731884057971013,497.0,250.0,1.988,False,sample,17,OVERLAP,"Both define the update support owed to the user; A covers what is published when updates are impossible, B the supply and delivery when they are not.",2,17
5.6-5,5.1.3-1.2,,,,,,,pilot,17,OVERLAP,"Both cut functionality that is not needed, A by enabling only required services, B by managing the risk of superfluous model capability.",3,17
5.2-1,5.1.3-4,L,0.5487117552334944,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Publishing a disclosure policy versus continuous infrastructure monitoring against risk appetite.,3,17
5.6-3,5.2.3-2.1,M,0.6818840579710145,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Physical interface exposure versus mitigating controls around poorly secured third-party components.,3,17
5.4-4,5.3.1-1,M,0.7642512077294686,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Uniqueness of security parameters versus transparency about data use and storage.,3,17
5.0-1,5.2.4-1.2,H,0.7797504025764896,497.0,250.0,1.988,False,sample,17,NO_RELATION,Recording justifications for unmet provisions versus publishing hashes for model components.,3,17
5.3-2,5.1.1-2.2,L,0.4761674718196457,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Presence of a secure update mechanism versus secure coding training.,3,17
5.8-1,5.2.3-2,L,0.4367149758454106,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Encryption of personal data in transit versus justifying use of poorly documented components.,3,17
5.3-11,5.2.2-1,L,0.3651771336553945,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Notifying users of a required update versus evaluation of access control frameworks.,3,17
5.6-8,5.1.1-2.2,M,0.576328502415459,1490.0,200.0,7.45,False,sample,17,COMPLEMENTARITY,Hardware mitigation of memory exploits and training that stops such flaws being written are distinct measures against one exploitation route.,2,17
5.5-3,5.4.1-1,,,,,,,pilot,17,COMPLEMENTARITY,Replaceable primitives and a working patch supply are separate preconditions for fixing a security weakness after deployment.,2,17
5.3-4B,5.4.1-1,,,,,,,pilot,17,OVERLAP,"Both get security fixes onto the deployed product, A through an activated automatic mechanism, B through the supply and delivery chain.",3,17
5.3-2,5.1.3-2,M,0.5889291465378421,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Presence of a secure update mechanism versus communicating unresolvable threats downstream.,3,17
5.13-1A,5.2.3-2.1,M,0.6570450885668278,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Validation of user interface input versus mitigating controls around poorly secured components.,3,17
5.3-2,5.2.2-3,M,0.5614734299516908,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Presence of a secure update mechanism versus separation of development environments.,3,17
5.8-1,5.2.3-4,L,0.3097423510466988,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Encryption of personal data in transit versus advance notice of model updates.,3,17
5.11-2,5.2.3-4,L,0.4952898550724637,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Deletion of personal data from services versus advance notice of model updates.,3,17
5.5-1,5.4.2-3,H,0.774597423510467,497.0,250.0,1.988,False,sample,17,NO_RELATION,Cryptography for secure communication versus monitoring internal model states.,3,17
5.4-2,5.2.4-1.2,,,,,,,pilot,17,COMPLEMENTARITY,Tamper resistance of an identity and published hashes for components are distinct measures under one authenticity assurance.,2,17
5.1-1,5.2.2-1,,,,,,,pilot,17,NO_RELATION,Password uniqueness versus an organizational review of access control frameworks.,2,17
5.1-3,5.2.5-1,H,0.8694847020933978,497.0,250.0,1.988,False,sample,17,NO_RELATION,Cryptographic strength of authentication versus security testing before release.,3,17
5.7-2,5.2.1-3.1,,,,,,,pilot,17,OVERLAP,"Both recover from unauthorized modification through a known good state, which A's text names explicitly and B mandates outright.",3,17
5.8-2,5.1.2-5,H,0.9446054750402576,497.0,250.0,1.988,False,sample,17,COMPLEMENTARITY,Protection proportionate to risk and usage proportionate to data sensitivity are two sides of matching controls to what the data is worth.,2,17
5.7-1,5.2.5-4.1,L,0.4375603864734299,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Secure boot verification versus evaluating outputs for unintended influence over the system.,3,17
5.3-13,5.2.2-6,M,0.756159420289855,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Publishing the support period versus contractual terms with cloud providers.,3,17
5.4-1,5.2.2-2,L,0.3384863123993559,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Secure storage of security parameters versus controls on an externally exposed model API.,3,17
5.6-8,5.1.2-3,M,0.5838969404186796,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Hardware memory access control versus maintaining an audit trail.,3,17
5.5-4,5.2.2-2,,,,,,,pilot,17,OVERLAP,"Both restrict use of a remotely reachable interface, A by requiring authentication, B by applying attack-mitigating controls.",2,17
5.3-6B,5.2.4-3,H,0.8410225442834138,497.0,250.0,1.988,False,sample,17,NO_RELATION,User control over update notifications versus an audit log of configuration changes.,3,17
5.11-1,5.2.5-1,M,0.5663446054750403,1490.0,200.0,7.45,False,sample,17,NO_RELATION,Erasure of user data versus security testing before release.,3,17
5.5-2,5.4.2-4,H,0.7856280193236714,497.0,250.0,1.988,False,sample,17,NO_RELATION,Reviewed cryptographic implementations versus monitoring model behaviour over time.,3,17
5.1-2A,5.2.5-3,L,0.2553140096618357,2981.0,200.0,14.905,False,sample,17,NO_RELATION,Machine-to-machine authentication method versus sharing test findings with operators.,3,17
5.8-1,5.1.3-2,M,0.5700885668276973,1490.0,200.0,7.45,False,sample,18,NO_RELATION,Encryption of personal data in transit versus communication of unresolvable threats downstream.,3,18
5.5-3,5.2.5-3,L,0.0940821256038647,2981.0,200.0,14.905,False,sample,18,NO_RELATION,Replaceability of cryptographic primitives versus sharing test findings with operators.,3,18
5.9-2,5.2.4-1.1,L,0.2366747181964573,2981.0,200.0,14.905,False,sample,18,NO_RELATION,Local operation during network loss versus the required content of model documentation.,3,18
5.7-2,5.1.4-5,M,0.6722222222222222,1490.0,200.0,7.45,False,sample,18,NO_RELATION,Alerting on detected software tampering versus awareness of prohibited use cases.,3,18
5.2-2,5.2.2-4,,,,,,,pilot,18,OVERLAP,"Both constitute coordinated vulnerability handling; A obliges timely action on reports, B the published policy and route by which they arrive.",3,18
5.3-10,5.2.5-2.1,L,0.3500603864734299,2981.0,200.0,14.905,False,sample,18,NO_RELATION,Verifying update authenticity versus the use of independent security testers.,3,18
5.5-1,5.3.1-2,M,0.7325281803542673,1490.0,200.0,7.45,False,sample,18,NO_RELATION,Cryptography for secure communication versus accessible user guidance.,3,18
